,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target
484,D,1.8,3.5,4.5,4,2,4,11,14,104,51,135,55,3,3,4,10,16,109,58,112,53
485,A,3.8,3.6,1.91,2,3,5,11,19,82,33,161,82,4,3,3,16,13,100,52,96,45
486,H,2.75,3.3,2.63,1,4,5,13,17,130,70,146,72,5,3,2,14,9,92,40,136,80
487,A,9.0,4.75,1.36,2,4,4,11,16,117,63,100,54,7,1,2,32,13,165,81,95,52
488,H,1.57,3.75,6.5,5,1,4,19,16,137,76,142,81,4,2,4,19,17,84,45,148,76
489,D,1.33,4.75,11.0,5,4,1,18,11,117,63,129,61,5,0,5,12,20,92,47,153,80
490,H,1.8,3.5,4.75,5,3,2,15,9,94,45,138,81,3,2,5,14,19,134,64,162,83
491,H,2.1,3.4,3.6,3,1,6,11,24,111,56,129,64,2,1,7,9,14,147,76,115,63
492,D,1.67,3.75,5.0,6,2,2,19,10,105,54,81,36,6,2,2,22,11,101,47,79,38
493,A,2.1,3.3,3.5,2,0,8,9,20,121,43,127,71,4,3,3,11,13,107,52,135,57
494,A,3.75,3.5,1.95,5,2,3,18,18,119,56,72,33,7,1,2,24,8,158,82,125,69
495,H,1.17,7.0,15.0,6,2,2,24,8,116,69,91,49,4,1,5,15,17,95,53,111,52
496,D,2.25,3.2,3.4,3,1,6,10,21,118,58,137,72,4,2,4,13,13,106,54,128,52
497,H,2.75,3.3,2.6,2,2,6,7,22,90,41,147,73,3,4,3,9,13,75,32,138,86
498,A,2.4,3.3,3.0,1,4,5,13,18,132,70,139,71,3,3,4,13,16,150,87,116,65
499,H,2.0,3.25,4.0,8,0,2,26,7,206,114,80,36,7,1,2,22,11,149,87,87,43
500,D,1.62,3.8,5.5,3,4,3,12,11,125,53,86,49,4,2,4,11,13,108,54,119,59
501,D,1.62,3.75,5.5,9,1,0,30,11,140,70,103,47,5,1,4,18,17,146,72,114,56
502,A,3.6,3.25,2.1,1,3,6,7,15,133,67,124,61,4,3,3,14,14,106,51,150,76
503,H,1.67,3.7,5.0,6,2,2,15,6,114,50,96,47,4,2,4,16,17,79,45,121,58
504,H,2.5,3.2,2.9,3,2,5,8,11,106,59,142,76,3,3,4,13,14,107,57,134,61
505,H,6.0,3.75,1.62,4,2,4,18,16,96,51,138,72,7,1,2,30,13,166,85,93,50
506,D,3.4,3.3,2.2,4,1,5,14,23,87,46,147,77,5,3,2,17,9,108,50,127,73
507,H,1.17,7.0,19.0,8,0,2,24,6,196,112,96,42,1,4,5,11,20,114,63,96,56
508,D,2.88,3.25,2.5,3,2,5,8,18,92,38,138,69,1,4,5,13,18,135,70,131,66
509,D,1.91,3.4,4.2,6,0,4,24,14,171,89,85,44,4,5,1,19,14,124,67,120,54
510,H,1.4,4.5,9.0,7,1,2,22,11,149,85,88,47,4,3,3,14,11,150,86,123,69
511,A,5.5,3.5,1.67,1,3,6,11,18,97,49,141,59,8,2,0,27,9,138,70,106,49
512,H,2.5,3.3,2.75,5,2,3,12,12,95,44,131,54,5,2,3,20,19,123,62,82,38
513,D,6.5,4.0,1.53,4,1,5,15,20,99,41,135,64,7,2,1,27,8,114,66,86,46
514,H,2.1,3.4,3.5,3,4,3,10,11,74,32,134,78,2,1,7,10,16,143,71,111,60
515,H,1.44,4.33,8.0,5,1,4,16,15,131,73,148,83,3,2,5,11,21,122,65,138,75
516,A,2.25,3.2,3.4,3,2,5,15,23,132,67,165,82,4,1,5,14,23,107,53,130,63
517,D,1.83,3.5,4.33,5,3,2,18,10,104,55,78,34,2,5,3,15,13,103,44,93,45
518,H,1.44,4.0,8.0,6,3,1,21,9,139,64,103,49,5,1,4,14,15,138,71,117,48
519,H,1.5,3.75,7.5,5,2,3,15,14,100,49,160,83,4,3,3,13,9,97,44,145,57
520,A,2.1,3.3,3.5,4,1,5,12,15,90,41,132,63,2,0,8,8,20,111,43,126,69
521,A,3.25,3.3,2.2,4,3,3,13,13,83,39,121,53,6,3,1,19,10,113,64,96,41
522,H,3.5,3.3,2.15,2,3,5,10,21,91,41,130,65,4,3,3,14,13,142,81,126,71
523,D,2.25,3.25,3.2,3,3,4,7,12,89,41,122,59,2,1,7,10,19,106,48,104,50
524,A,10.0,4.5,1.36,2,1,7,9,13,149,76,101,48,7,1,2,20,11,151,83,89,46
525,H,1.8,3.6,4.5,1,4,5,16,21,139,74,120,64,3,2,5,14,24,88,44,136,71
526,D,1.29,5.5,11.0,3,6,1,20,16,114,59,119,57,3,2,5,12,22,92,43,114,54
527,D,1.91,3.5,4.2,3,3,4,13,13,114,61,123,57,3,2,5,15,24,123,62,165,87
528,D,1.91,3.4,4.2,5,1,4,15,21,97,54,136,66,4,3,3,11,11,72,33,139,83
529,D,2.5,3.25,2.88,4,4,2,16,10,110,54,133,74,5,1,4,23,15,134,71,143,79
530,D,1.8,3.8,4.0,3,5,2,12,10,117,52,93,54,6,1,3,21,15,129,64,131,55
531,H,2.3,3.2,3.2,7,2,1,24,18,98,48,102,43,2,2,6,11,17,78,33,136,68
532,D,1.25,5.5,12.0,6,2,2,16,8,121,51,84,42,2,3,5,9,17,81,35,152,80
533,H,2.75,3.3,2.5,3,4,3,11,15,103,57,114,55,4,1,5,18,20,77,45,119,55
534,D,1.53,4.0,6.0,6,3,1,20,11,119,62,98,42,4,1,5,16,18,98,55,112,52
535,A,2.4,3.2,3.1,1,4,5,11,23,108,63,102,57,3,2,5,8,11,96,52,142,74
536,A,3.5,3.4,2.1,3,3,4,14,15,121,70,121,70,5,1,4,22,16,167,85,84,44
537,A,2.7,3.2,2.7,6,1,3,26,13,158,75,89,46,8,0,2,26,6,205,119,98,45
538,H,1.75,3.5,4.75,1,6,3,12,13,106,46,89,44,4,1,5,15,17,125,59,107,48
539,A,4.33,3.4,1.85,1,2,7,9,19,109,46,117,59,6,2,2,18,15,100,50,150,79
540,H,1.57,3.75,6.0,9,1,0,29,9,131,69,104,47,3,3,4,12,12,140,71,100,57
541,H,1.75,3.5,4.75,5,2,3,19,17,121,62,94,46,4,1,5,12,15,86,37,121,60
542,A,2.63,3.25,2.63,3,1,6,12,17,79,40,103,56,5,2,3,13,13,99,46,123,54
543,H,1.85,3.6,4.0,7,3,0,28,8,117,68,85,42,8,1,1,26,8,161,83,124,68
544,H,1.91,3.4,4.2,2,1,7,10,16,156,80,100,45,3,2,5,17,26,98,51,110,57
545,A,8.0,4.2,1.44,2,4,4,21,23,133,71,123,67,7,1,2,22,11,149,81,98,53
546,A,2.1,3.3,3.6,3,2,5,12,25,122,62,146,73,4,1,5,9,11,97,54,140,75
547,H,2.38,3.25,3.1,1,3,6,10,23,96,52,110,62,3,3,4,14,22,122,61,154,84
548,H,4.2,3.4,1.91,2,7,1,20,17,119,58,113,52,8,0,2,26,6,179,106,104,52
549,D,5.25,3.8,1.67,5,1,4,15,21,87,51,134,67,6,1,3,23,13,156,78,92,48
550,H,1.44,4.33,7.5,3,5,2,16,11,109,52,145,85,3,3,4,12,19,91,40,124,56
551,H,1.29,5.0,13.0,6,1,3,25,14,158,80,84,44,3,4,3,10,11,71,33,142,82
552,D,2.38,3.25,3.0,6,3,1,20,11,110,49,114,54,1,5,4,6,14,126,60,98,41
553,H,2.65,3.1,2.75,6,3,1,20,9,135,70,92,49,9,1,0,26,9,134,69,107,46
554,H,1.57,3.7,6.25,7,2,1,18,12,95,45,143,76,2,2,6,11,18,77,35,129,62
555,D,1.33,4.75,9.5,5,3,2,15,9,116,49,82,42,2,1,7,12,19,113,56,117,51
556,A,5.5,3.8,1.62,6,1,3,13,12,90,41,113,49,8,2,0,27,7,102,59,83,42
557,H,1.17,6.5,17.0,7,1,2,23,7,152,82,126,70,0,4,6,9,20,98,42,112,57
558,H,2.1,3.3,3.6,3,4,3,14,12,124,69,120,58,4,2,4,17,15,94,48,128,70
559,D,2.88,3.25,2.5,3,3,4,13,15,124,68,114,68,4,2,4,22,15,137,74,144,77
560,H,1.4,4.5,8.0,5,3,2,19,9,104,50,71,35,2,2,6,8,14,98,43,139,67
561,D,5.0,4.0,1.62,2,2,6,10,17,100,43,103,51,3,6,1,14,11,116,53,95,55
562,H,1.83,3.25,4.75,4,2,4,16,16,145,72,112,56,1,3,6,8,16,144,76,125,63
563,H,1.75,3.6,4.6,3,1,6,16,20,78,44,113,53,3,0,7,9,16,106,42,123,64
564,A,3.2,3.4,2.2,3,2,5,13,19,96,37,134,64,5,4,1,17,10,123,64,94,37
565,D,4.75,3.6,1.73,2,2,6,8,15,105,49,138,68,2,6,2,15,11,110,48,91,44
566,A,1.5,4.2,7.0,7,1,2,23,10,146,72,96,52,3,5,2,17,11,114,53,133,75
567,D,2.1,3.3,3.6,3,4,3,9,11,72,36,130,75,3,2,5,13,26,128,64,131,69
568,D,1.8,3.5,4.75,4,2,4,17,15,94,47,133,68,3,1,6,10,13,143,74,95,46
569,A,1.25,5.75,13.0,4,3,3,23,14,143,75,143,70,2,3,5,11,21,100,56,118,66
570,D,2.8,3.25,2.6,3,3,4,12,21,83,34,122,54,4,2,4,12,20,88,50,143,75
571,D,1.25,5.5,15.0,7,0,3,25,7,168,98,115,59,2,4,4,12,17,119,64,123,70
572,D,2.63,3.25,2.75,3,2,5,17,24,102,54,95,48,3,4,3,13,11,121,62,118,54
573,D,4.5,3.6,1.8,2,3,5,12,22,121,63,144,83,2,7,1,18,16,125,63,106,51
574,H,2.1,3.3,3.6,5,1,4,11,11,98,60,135,67,2,4,4,19,24,135,73,121,60
575,A,1.8,3.5,4.5,3,6,1,14,11,119,54,88,51,5,3,2,17,9,107,51,80,42
576,D,2.38,3.0,3.25,4,2,4,16,13,100,46,138,53,3,3,4,11,15,101,50,101,56
577,H,1.17,7.0,17.0,8,2,0,28,8,103,60,72,38,3,1,6,10,18,89,39,116,60
578,A,2.5,3.4,2.7,6,3,1,17,9,107,53,97,37,7,1,2,24,9,166,93,119,66
579,A,2.2,3.3,3.4,5,2,3,20,11,146,76,95,48,7,1,2,25,10,150,80,80,45
580,A,1.91,3.5,4.0,5,2,3,21,16,117,57,136,57,4,3,3,11,12,106,56,122,64
581,H,2.25,3.1,3.4,0,3,7,4,15,146,77,119,59,6,3,1,25,18,81,43,100,44
582,A,1.44,4.2,7.5,7,2,1,19,12,95,50,134,74,2,1,7,9,17,109,49,151,71
583,A,3.5,3.3,2.1,4,4,2,12,13,102,54,109,52,5,3,2,16,10,120,52,74,38
584,A,2.0,3.5,3.6,5,2,3,21,16,124,65,90,45,4,1,5,19,20,69,43,110,51
585,A,2.88,3.3,2.5,3,3,4,14,15,105,52,132,67,4,5,1,17,9,115,54,135,76
586,H,1.17,7.0,19.0,6,1,3,19,8,146,74,97,53,2,3,5,10,20,93,54,138,78
587,H,2.25,3.3,3.25,2,3,5,14,24,121,65,150,83,2,4,4,18,22,139,75,119,61
588,H,2.2,3.25,3.4,6,1,3,12,10,101,63,138,71,4,3,3,12,17,93,53,133,74
589,H,2.25,3.3,3.25,4,3,3,23,12,163,89,126,58,2,8,0,18,15,132,66,99,50
590,D,7.0,4.2,1.5,2,3,5,15,24,104,61,96,48,7,1,2,23,11,134,74,77,44
591,H,1.33,4.75,11.0,4,2,4,17,13,128,69,94,48,2,3,5,14,28,126,65,133,69
592,H,1.14,8.0,19.0,6,1,3,25,10,170,96,118,62,3,2,5,11,12,131,66,105,50
593,H,1.22,6.0,15.0,6,2,2,23,12,138,81,66,36,3,4,3,11,15,83,39,119,58
594,H,5.5,4.0,1.62,3,2,5,12,13,119,56,116,52,4,2,4,16,12,129,67,97,51
595,H,1.53,4.0,7.0,1,8,1,15,17,122,61,102,47,3,3,4,13,14,113,55,134,68
596,H,6.5,4.0,1.57,3,5,2,13,10,123,61,116,59,6,1,3,20,8,150,80,99,53
597,A,3.3,3.4,2.2,3,3,4,11,18,89,50,138,76,4,3,3,21,12,161,83,121,54
598,H,1.4,4.33,9.0,5,4,1,18,8,111,50,141,76,3,4,3,10,12,79,36,129,77
599,H,1.18,6.5,15.0,7,2,1,21,8,97,56,84,41,2,2,6,9,16,105,49,132,66
600,A,1.6,3.6,6.0,6,3,1,17,8,122,53,82,41,2,0,8,10,19,101,42,116,67
601,H,2.1,3.3,3.6,2,3,5,8,18,80,42,145,82,2,4,4,16,20,100,56,98,49
602,D,8.5,4.5,1.4,2,3,5,17,23,131,72,130,61,7,1,2,26,8,180,100,110,56
603,D,1.83,3.5,4.5,1,5,4,14,20,117,62,128,69,6,1,3,13,11,99,60,135,69
604,H,2.4,3.3,2.9,5,4,1,19,11,104,48,108,50,2,6,2,10,13,120,57,83,46
605,H,1.4,4.33,8.5,8,1,1,25,11,119,61,108,51,1,3,6,5,14,145,76,115,57
606,A,1.33,4.75,10.0,6,3,1,21,10,132,73,94,52,1,2,7,8,19,97,40,109,51
607,H,2.1,3.3,3.5,3,1,6,10,17,85,38,120,62,0,3,7,9,22,89,37,134,73
608,D,2.8,3.25,2.5,6,1,3,12,12,88,41,101,49,6,3,1,18,9,106,55,96,37
609,D,2.3,3.25,3.2,2,3,5,15,26,129,67,126,67,3,3,4,9,14,97,56,123,66
610,H,2.1,3.3,3.6,2,4,4,17,22,123,65,135,64,3,2,5,13,13,120,55,111,49
611,D,2.38,3.3,3.0,2,3,5,11,16,112,52,126,58,1,5,4,14,20,120,55,128,68
612,H,1.44,4.33,7.5,2,7,1,18,19,121,57,96,45,3,4,3,10,11,92,42,135,79
613,H,1.29,5.5,11.0,3,2,5,10,13,119,64,99,52,3,3,4,10,17,77,46,145,83
614,D,2.8,3.4,2.5,4,5,1,16,9,114,56,118,61,5,2,3,21,10,153,78,120,54
615,D,2.38,3.3,3.0,1,4,5,14,21,96,52,98,53,2,3,5,15,24,132,67,151,86
616,D,6.5,3.8,1.57,6,2,2,13,10,93,58,149,73,6,2,2,25,9,182,97,98,52
617,A,8.0,4.2,1.4,2,4,4,9,17,78,38,122,61,6,0,4,18,9,147,72,107,58
618,H,1.73,3.5,5.0,6,2,2,20,10,134,76,65,35,5,4,1,17,7,122,55,136,70
619,A,4.5,3.6,1.8,3,2,5,9,18,72,39,149,88,3,6,1,19,18,127,57,89,41
620,H,1.44,4.2,8.0,4,3,3,19,9,151,78,115,51,3,3,4,17,20,124,66,134,65
621,A,2.4,3.25,3.0,3,3,4,9,12,95,42,126,68,6,3,1,12,8,94,60,163,79
622,H,1.57,3.8,6.5,1,5,4,14,20,119,55,124,63,1,5,4,13,19,105,55,100,53
623,H,1.36,4.5,10.0,6,3,1,24,7,190,100,102,57,4,5,1,14,7,119,56,106,53
624,D,2.1,3.3,3.6,2,4,4,7,13,97,54,127,66,2,3,5,10,15,117,55,117,49
625,D,1.8,3.6,4.75,2,3,5,14,23,127,61,154,85,2,4,4,10,18,81,39,119,58
626,A,2.8,3.25,2.6,5,3,2,16,9,120,52,144,74,4,2,4,12,11,118,66,92,45
627,A,6.5,4.0,1.53,3,2,5,12,13,112,53,116,53,6,2,2,20,9,129,72,71,37
628,H,1.2,6.5,15.0,6,0,4,19,9,147,73,101,53,1,4,5,13,26,126,62,121,63
629,H,2.63,3.3,2.63,3,3,4,18,18,122,63,101,56,5,3,2,14,9,132,57,78,38
630,D,1.33,4.75,10.0,8,2,0,24,6,108,60,66,35,5,0,5,18,18,84,49,106,48
631,H,1.44,4.33,7.0,6,3,1,16,7,109,54,96,37,4,1,5,12,16,85,34,119,66
632,D,7.0,4.33,1.44,4,2,4,13,15,79,40,117,51,7,1,2,26,11,159,83,116,65
633,H,2.0,3.5,3.6,4,2,4,17,16,90,48,120,56,3,1,6,12,19,86,35,130,62
634,H,2.63,3.25,2.75,2,3,5,7,12,101,47,124,65,3,5,2,13,9,104,47,115,60
635,D,3.0,3.2,2.4,3,3,4,18,16,97,42,134,54,5,2,3,14,11,157,72,102,51
636,H,1.57,3.75,6.0,6,2,2,17,13,101,55,137,74,5,3,2,22,18,81,43,103,47
637,D,6.5,3.6,1.62,7,3,0,12,5,102,66,158,75,7,0,3,24,7,154,75,100,52
638,D,1.4,4.5,8.5,7,1,2,22,8,128,72,66,36,2,5,3,14,17,127,57,127,68
639,A,2.5,3.3,2.75,1,2,7,10,20,114,56,123,51,3,3,4,17,17,116,56,98,54
640,A,1.55,3.75,6.0,4,3,3,13,11,129,57,79,36,3,0,7,11,17,85,42,91,46
641,D,1.44,4.2,7.5,4,1,5,16,17,81,47,110,51,0,3,7,9,23,88,38,137,72
642,A,2.5,3.2,2.9,5,3,2,19,12,124,64,83,44,7,2,1,22,11,98,53,129,70
643,H,1.91,3.3,4.2,3,3,4,13,17,106,51,95,53,2,2,6,11,20,74,36,126,65
644,H,1.29,5.25,10.0,6,2,2,23,11,164,82,103,59,4,2,4,17,16,100,53,115,59
