,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target,home_shot_accuracy,home_shot_efficiency,home_opposition_shot_accuracy,home_opposition_shot_efficiency,away_shot_accuracy,away_shot_efficiency,away_opposition_shot_accuracy,away_opposition_shot_efficiency
5710,H,1.08,11.0,26.0,9,1,0,31,3,142,78,61,29,4,2,4,15,15,88,54,99,49,0.5492957746478874,0.3974358974358974,0.47540983606557374,0.10344827586206896,0.6136363636363636,0.2777777777777778,0.494949494949495,0.30612244897959184
5711,A,2.25,3.4,3.2,3,0,7,10,20,102,53,109,65,4,3,3,10,8,97,42,98,47,0.5196078431372549,0.18867924528301888,0.5963302752293578,0.3076923076923077,0.4329896907216495,0.23809523809523808,0.47959183673469385,0.1702127659574468
5712,H,2.6,3.2,2.8,3,1,6,11,18,77,52,140,87,4,4,2,9,5,101,47,118,56,0.6753246753246753,0.21153846153846154,0.6214285714285714,0.20689655172413793,0.46534653465346537,0.19148936170212766,0.4745762711864407,0.08928571428571429
5713,D,3.1,3.5,2.25,1,5,4,9,13,84,43,147,80,7,1,2,23,11,109,64,110,59,0.5119047619047619,0.20930232558139536,0.54421768707483,0.1625,0.5871559633027523,0.359375,0.5363636363636364,0.1864406779661017
5714,H,2.2,3.5,3.2,3,2,5,13,17,88,50,129,58,2,4,4,11,16,88,51,99,48,0.5681818181818182,0.26,0.4496124031007752,0.29310344827586204,0.5795454545454546,0.21568627450980393,0.48484848484848486,0.3333333333333333
5715,H,1.57,4.0,6.0,5,2,3,13,13,113,50,91,41,2,3,5,10,14,98,48,161,83,0.4424778761061947,0.26,0.45054945054945056,0.3170731707317073,0.4897959183673469,0.20833333333333334,0.515527950310559,0.1686746987951807
5716,H,1.62,3.8,6.0,3,2,5,11,14,112,59,95,44,4,1,5,11,11,88,42,108,65,0.5267857142857143,0.1864406779661017,0.4631578947368421,0.3181818181818182,0.4772727272727273,0.2619047619047619,0.6018518518518519,0.16923076923076924
5717,H,1.62,4.0,5.0,2,3,5,13,19,106,60,122,58,1,5,4,7,19,91,49,115,53,0.5660377358490566,0.21666666666666667,0.47540983606557374,0.3275862068965517,0.5384615384615384,0.14285714285714285,0.4608695652173913,0.3584905660377358
5718,A,5.75,4.2,1.53,4,3,3,13,15,109,55,146,67,6,2,2,21,10,130,63,98,50,0.5045871559633027,0.23636363636363636,0.4589041095890411,0.22388059701492538,0.4846153846153846,0.3333333333333333,0.5102040816326531,0.2
5719,A,2.05,3.6,3.4,2,1,7,11,26,116,55,142,70,1,3,6,13,17,83,31,112,54,0.47413793103448276,0.2,0.49295774647887325,0.37142857142857144,0.37349397590361444,0.41935483870967744,0.48214285714285715,0.3148148148148148
5720,H,1.07,13.0,23.0,8,0,2,27,12,154,76,97,50,3,1,6,14,14,108,61,98,52,0.4935064935064935,0.35526315789473684,0.5154639175257731,0.24,0.5648148148148148,0.22950819672131148,0.5306122448979592,0.2692307692307692
5721,A,2.3,3.3,3.2,2,3,5,10,16,94,47,119,67,4,4,2,17,12,95,47,68,39,0.5,0.2127659574468085,0.5630252100840336,0.23880597014925373,0.49473684210526314,0.3617021276595745,0.5735294117647058,0.3076923076923077
5722,H,1.4,5.0,7.5,4,3,3,17,19,135,77,99,51,3,1,6,11,18,84,41,125,61,0.5703703703703704,0.22077922077922077,0.5151515151515151,0.37254901960784315,0.4880952380952381,0.2682926829268293,0.488,0.29508196721311475
5723,H,1.22,6.0,15.0,6,2,2,13,6,103,58,74,38,4,1,5,12,20,90,51,97,51,0.5631067961165048,0.22413793103448276,0.5135135135135135,0.15789473684210525,0.5666666666666667,0.23529411764705882,0.5257731958762887,0.39215686274509803
5724,D,1.83,3.4,4.75,2,2,6,5,10,107,58,99,45,1,4,5,10,16,109,55,96,50,0.5420560747663551,0.08620689655172414,0.45454545454545453,0.2222222222222222,0.5045871559633027,0.18181818181818182,0.5208333333333334,0.32
5725,H,1.44,4.75,8.0,3,4,3,15,15,139,87,85,48,2,3,5,9,15,97,51,121,62,0.6258992805755396,0.1724137931034483,0.5647058823529412,0.3125,0.5257731958762887,0.17647058823529413,0.512396694214876,0.24193548387096775
5726,D,6.0,4.2,1.62,2,2,6,11,19,95,47,129,66,6,2,2,20,8,147,81,107,63,0.49473684210526314,0.23404255319148937,0.5116279069767442,0.2878787878787879,0.5510204081632653,0.24691358024691357,0.5887850467289719,0.12698412698412698
5727,D,2.6,3.4,2.9,6,4,0,21,7,151,90,115,62,3,1,6,12,16,151,84,92,50,0.5960264900662252,0.23333333333333334,0.5391304347826087,0.11290322580645161,0.5562913907284768,0.14285714285714285,0.5434782608695652,0.32
5728,D,2.05,3.5,4.0,5,3,2,18,14,114,56,133,76,5,1,4,10,11,75,40,122,70,0.49122807017543857,0.32142857142857145,0.5714285714285714,0.18421052631578946,0.5333333333333333,0.25,0.5737704918032787,0.15714285714285714
5729,A,1.95,3.5,4.0,3,4,3,15,18,91,39,91,46,6,1,3,11,8,118,60,86,49,0.42857142857142855,0.38461538461538464,0.5054945054945055,0.391304347826087,0.5084745762711864,0.18333333333333332,0.5697674418604651,0.16326530612244897
5730,D,1.95,3.5,4.0,4,3,3,14,10,123,66,89,45,5,3,2,15,13,118,60,124,55,0.5365853658536586,0.21212121212121213,0.5056179775280899,0.2222222222222222,0.5084745762711864,0.25,0.4435483870967742,0.23636363636363636
5731,H,1.83,3.3,5.0,5,0,5,12,16,123,61,112,58,4,4,2,13,12,97,48,99,50,0.4959349593495935,0.19672131147540983,0.5178571428571429,0.27586206896551724,0.4948453608247423,0.2708333333333333,0.5050505050505051,0.24
5732,H,1.2,7.5,12.0,6,2,2,25,17,128,68,61,34,3,1,6,13,21,141,73,111,56,0.53125,0.36764705882352944,0.5573770491803278,0.5,0.5177304964539007,0.1780821917808219,0.5045045045045045,0.375
5733,D,1.62,4.2,5.25,4,2,4,14,13,127,64,87,49,5,1,4,13,15,122,68,125,68,0.5039370078740157,0.21875,0.5632183908045977,0.2653061224489796,0.5573770491803278,0.19117647058823528,0.544,0.22058823529411764
5734,D,3.3,3.4,2.2,2,2,6,15,21,132,81,128,71,5,2,3,16,11,117,58,88,48,0.6136363636363636,0.18518518518518517,0.5546875,0.29577464788732394,0.49572649572649574,0.27586206896551724,0.5454545454545454,0.22916666666666666
5735,A,2.1,3.2,3.8,2,3,5,8,11,110,48,122,52,3,3,4,10,12,99,51,103,55,0.43636363636363634,0.16666666666666666,0.4262295081967213,0.21153846153846154,0.5151515151515151,0.19607843137254902,0.5339805825242718,0.21818181818181817
5736,H,2.9,3.3,2.5,4,3,3,12,12,128,63,114,52,4,1,5,13,16,107,49,94,51,0.4921875,0.19047619047619047,0.45614035087719296,0.23076923076923078,0.45794392523364486,0.2653061224489796,0.5425531914893617,0.3137254901960784
5737,H,2.6,3.2,2.8,3,2,5,9,14,119,58,169,87,0,4,6,5,16,78,43,122,62,0.48739495798319327,0.15517241379310345,0.514792899408284,0.16091954022988506,0.5512820512820513,0.11627906976744186,0.5081967213114754,0.25806451612903225
5738,A,1.62,3.8,6.0,3,4,3,12,15,96,39,127,67,1,2,7,6,17,99,52,103,43,0.40625,0.3076923076923077,0.5275590551181102,0.22388059701492538,0.5252525252525253,0.11538461538461539,0.4174757281553398,0.3953488372093023
5739,A,7.0,3.75,1.57,2,2,6,9,15,107,46,143,72,4,3,3,11,8,156,71,88,37,0.42990654205607476,0.1956521739130435,0.5034965034965035,0.20833333333333334,0.4551282051282051,0.15492957746478872,0.42045454545454547,0.21621621621621623
5740,A,1.5,4.33,6.5,6,2,2,24,13,136,81,102,54,4,2,4,9,12,115,52,114,54,0.5955882352941176,0.2962962962962963,0.5294117647058824,0.24074074074074073,0.45217391304347826,0.17307692307692307,0.47368421052631576,0.2222222222222222
5741,H,1.53,4.2,5.75,5,2,3,24,11,135,68,99,61,6,2,2,16,7,100,57,115,62,0.5037037037037037,0.35294117647058826,0.6161616161616161,0.18032786885245902,0.57,0.2807017543859649,0.5391304347826087,0.11290322580645161
5742,A,4.75,3.6,1.73,4,2,4,15,14,129,59,113,60,7,2,1,28,7,117,58,85,47,0.4573643410852713,0.2542372881355932,0.5309734513274337,0.23333333333333334,0.49572649572649574,0.4827586206896552,0.5529411764705883,0.14893617021276595
5743,H,2.0,3.5,3.6,5,2,3,14,15,87,39,146,69,1,5,4,11,19,104,53,105,60,0.4482758620689655,0.358974358974359,0.4726027397260274,0.21739130434782608,0.5096153846153846,0.20754716981132076,0.5714285714285714,0.31666666666666665
5744,H,1.85,3.5,4.2,4,2,4,16,16,106,47,92,50,6,2,2,12,8,132,62,136,68,0.44339622641509435,0.3404255319148936,0.5434782608695652,0.32,0.4696969696969697,0.1935483870967742,0.5,0.11764705882352941
5745,H,1.33,5.25,8.0,7,2,1,29,13,156,86,96,49,5,1,4,18,15,137,81,109,45,0.5512820512820513,0.3372093023255814,0.5104166666666666,0.2653061224489796,0.5912408759124088,0.2222222222222222,0.41284403669724773,0.3333333333333333
5746,A,7.5,5.0,1.4,3,5,2,12,11,94,54,104,42,6,2,2,21,11,166,74,123,67,0.574468085106383,0.2222222222222222,0.40384615384615385,0.2619047619047619,0.4457831325301205,0.28378378378378377,0.5447154471544715,0.16417910447761194
5747,A,3.1,3.4,2.3,4,1,5,14,17,116,52,86,48,5,2,3,18,13,104,49,105,52,0.4482758620689655,0.2692307692307692,0.5581395348837209,0.3541666666666667,0.47115384615384615,0.3673469387755102,0.49523809523809526,0.25
5748,H,1.67,3.75,5.5,8,2,0,19,2,156,76,82,37,6,3,1,12,6,121,67,122,66,0.48717948717948717,0.25,0.45121951219512196,0.05405405405405406,0.5537190082644629,0.1791044776119403,0.5409836065573771,0.09090909090909091
5749,D,3.75,3.3,2.1,4,3,3,10,9,83,45,129,55,7,1,2,19,7,137,66,70,34,0.5421686746987951,0.2222222222222222,0.4263565891472868,0.16363636363636364,0.48175182481751827,0.2878787878787879,0.4857142857142857,0.20588235294117646
5750,D,10.0,5.0,1.33,5,3,2,8,5,105,54,112,55,9,1,0,28,6,117,60,84,50,0.5142857142857142,0.14814814814814814,0.49107142857142855,0.09090909090909091,0.5128205128205128,0.4666666666666667,0.5952380952380952,0.12
5751,D,2.25,3.3,3.3,4,4,2,19,14,95,51,106,55,6,1,3,23,11,86,48,98,37,0.5368421052631579,0.37254901960784315,0.5188679245283019,0.2545454545454545,0.5581395348837209,0.4791666666666667,0.37755102040816324,0.2972972972972973
5752,D,3.6,3.25,2.15,4,1,5,10,11,100,41,115,56,5,2,3,15,12,141,69,87,47,0.41,0.24390243902439024,0.48695652173913045,0.19642857142857142,0.48936170212765956,0.21739130434782608,0.5402298850574713,0.2553191489361702
5753,H,3.0,3.2,2.5,2,2,6,7,13,76,42,106,60,3,3,4,14,20,93,41,83,41,0.5526315789473685,0.16666666666666666,0.5660377358490566,0.21666666666666667,0.44086021505376344,0.34146341463414637,0.4939759036144578,0.4878048780487805
5754,A,1.91,3.3,4.5,3,4,3,12,15,104,52,99,55,1,3,6,6,14,89,48,112,50,0.5,0.23076923076923078,0.5555555555555556,0.2727272727272727,0.5393258426966292,0.125,0.44642857142857145,0.28
5755,H,2.5,3.1,3.1,1,5,4,7,10,122,65,76,40,5,0,5,13,15,110,60,121,63,0.5327868852459017,0.1076923076923077,0.5263157894736842,0.25,0.5454545454545454,0.21666666666666667,0.5206611570247934,0.23809523809523808
5756,D,1.85,3.5,4.33,4,4,2,17,16,115,56,110,53,6,1,3,12,8,117,60,80,46,0.48695652173913045,0.30357142857142855,0.4818181818181818,0.3018867924528302,0.5128205128205128,0.2,0.575,0.17391304347826086
5757,A,1.83,3.5,4.5,5,2,3,17,13,75,37,115,56,4,3,3,14,12,98,42,103,49,0.49333333333333335,0.4594594594594595,0.48695652173913045,0.23214285714285715,0.42857142857142855,0.3333333333333333,0.47572815533980584,0.24489795918367346
5758,A,3.0,3.3,2.4,0,2,8,4,18,99,53,169,82,1,4,5,8,20,106,51,87,45,0.5353535353535354,0.07547169811320754,0.48520710059171596,0.21951219512195122,0.4811320754716981,0.1568627450980392,0.5172413793103449,0.4444444444444444
5759,A,3.1,3.1,2.5,1,7,2,12,14,93,36,105,48,3,4,3,13,12,125,68,92,48,0.3870967741935484,0.3333333333333333,0.45714285714285713,0.2916666666666667,0.544,0.19117647058823528,0.5217391304347826,0.25
5760,A,6.5,4.33,1.5,5,2,3,20,10,93,53,97,38,9,1,0,27,5,113,58,86,49,0.5698924731182796,0.37735849056603776,0.3917525773195876,0.2631578947368421,0.5132743362831859,0.46551724137931033,0.5697674418604651,0.10204081632653061
5761,H,1.6,4.0,5.75,4,2,4,12,15,108,63,127,72,4,1,5,13,14,81,53,136,86,0.5833333333333334,0.19047619047619047,0.5669291338582677,0.20833333333333334,0.654320987654321,0.24528301886792453,0.6323529411764706,0.16279069767441862
5762,A,3.6,3.25,2.15,4,1,5,13,12,116,58,85,47,5,3,2,13,6,161,71,82,31,0.5,0.22413793103448276,0.5529411764705883,0.2553191489361702,0.4409937888198758,0.18309859154929578,0.3780487804878049,0.1935483870967742
5763,A,1.73,4.0,4.33,5,1,4,18,17,138,81,115,47,1,5,4,12,17,108,52,103,61,0.5869565217391305,0.2222222222222222,0.40869565217391307,0.3617021276595745,0.48148148148148145,0.23076923076923078,0.5922330097087378,0.2786885245901639
5764,H,1.29,6.0,13.0,6,2,2,21,9,141,74,98,57,3,1,6,10,16,104,57,136,76,0.524822695035461,0.28378378378378377,0.5816326530612245,0.15789473684210525,0.5480769230769231,0.17543859649122806,0.5588235294117647,0.21052631578947367
5765,A,1.36,5.25,9.5,3,2,5,11,14,129,68,93,53,1,4,5,13,24,106,59,88,46,0.5271317829457365,0.16176470588235295,0.5698924731182796,0.2641509433962264,0.5566037735849056,0.22033898305084745,0.5227272727272727,0.5217391304347826
5766,D,1.44,4.5,9.0,6,3,1,17,8,83,44,93,54,4,4,2,16,15,122,60,129,76,0.5301204819277109,0.38636363636363635,0.5806451612903226,0.14814814814814814,0.4918032786885246,0.26666666666666666,0.5891472868217055,0.19736842105263158
5767,D,1.5,4.5,7.5,4,3,3,15,12,108,56,121,56,0,1,9,10,24,114,64,115,74,0.5185185185185185,0.26785714285714285,0.4628099173553719,0.21428571428571427,0.5614035087719298,0.15625,0.6434782608695652,0.32432432432432434
5768,H,5.25,4.0,1.7,5,2,3,8,9,81,33,147,77,6,1,3,22,14,158,93,71,42,0.4074074074074074,0.24242424242424243,0.5238095238095238,0.11688311688311688,0.5886075949367089,0.23655913978494625,0.5915492957746479,0.3333333333333333
5769,A,2.7,3.4,2.75,1,3,6,7,15,98,50,120,63,6,3,1,21,16,127,62,105,59,0.5102040816326531,0.14,0.525,0.23809523809523808,0.4881889763779528,0.3387096774193548,0.5619047619047619,0.2711864406779661
5770,H,2.15,3.5,3.6,5,1,4,13,12,117,68,110,62,2,3,5,12,17,94,46,118,59,0.5811965811965812,0.19117647058823528,0.5636363636363636,0.1935483870967742,0.48936170212765956,0.2608695652173913,0.5,0.288135593220339
5771,D,4.75,3.6,1.85,4,2,4,10,12,67,37,125,71,6,4,0,21,7,142,85,111,59,0.5522388059701493,0.2702702702702703,0.568,0.16901408450704225,0.5985915492957746,0.24705882352941178,0.5315315315315315,0.11864406779661017
5772,A,3.5,3.3,2.15,3,2,5,7,10,75,43,104,58,4,5,1,16,14,114,55,107,52,0.5733333333333334,0.16279069767441862,0.5576923076923077,0.1724137931034483,0.4824561403508772,0.2909090909090909,0.48598130841121495,0.2692307692307692
5773,A,2.4,3.1,3.25,5,2,3,11,8,112,58,88,50,2,4,4,7,9,124,64,77,39,0.5178571428571429,0.1896551724137931,0.5681818181818182,0.16,0.5161290322580645,0.109375,0.5064935064935064,0.23076923076923078
5774,D,2.5,3.0,3.1,5,3,2,16,11,79,34,108,47,4,2,4,10,9,99,44,115,56,0.43037974683544306,0.47058823529411764,0.4351851851851852,0.23404255319148937,0.4444444444444444,0.22727272727272727,0.48695652173913045,0.16071428571428573
5775,A,1.53,3.75,7.5,5,2,3,14,11,140,70,82,46,4,4,2,7,5,97,51,112,54,0.5,0.2,0.5609756097560976,0.2391304347826087,0.5257731958762887,0.13725490196078433,0.48214285714285715,0.09259259259259259
5776,D,1.67,3.75,5.5,2,2,6,7,14,88,46,103,45,0,2,8,4,20,104,56,162,82,0.5227272727272727,0.15217391304347827,0.4368932038834951,0.3111111111111111,0.5384615384615384,0.07142857142857142,0.5061728395061729,0.24390243902439024
5777,A,2.0,3.4,3.8,2,3,5,10,19,107,53,88,48,3,5,2,16,12,91,50,109,58,0.4953271028037383,0.18867924528301888,0.5454545454545454,0.3958333333333333,0.5494505494505495,0.32,0.5321100917431193,0.20689655172413793
5778,H,9.0,5.25,1.33,7,2,1,26,11,111,67,118,65,9,1,0,30,3,147,81,54,24,0.6036036036036037,0.3880597014925373,0.5508474576271186,0.16923076923076924,0.5510204081632653,0.37037037037037035,0.4444444444444444,0.125
5779,A,4.0,4.33,1.75,4,3,3,13,11,127,63,92,52,6,2,2,25,16,129,70,65,36,0.49606299212598426,0.20634920634920634,0.5652173913043478,0.21153846153846154,0.5426356589147286,0.35714285714285715,0.5538461538461539,0.4444444444444444
5780,A,2.25,3.4,3.2,4,3,3,10,9,99,47,99,47,4,2,4,14,16,87,50,119,54,0.47474747474747475,0.2127659574468085,0.47474747474747475,0.19148936170212766,0.5747126436781609,0.28,0.453781512605042,0.2962962962962963
5781,A,2.2,3.3,3.4,3,4,3,7,9,109,54,110,67,2,3,5,15,20,137,84,130,73,0.4954128440366973,0.12962962962962962,0.6090909090909091,0.13432835820895522,0.6131386861313869,0.17857142857142858,0.5615384615384615,0.273972602739726
5782,H,3.75,3.4,2.05,4,1,5,14,16,84,50,107,52,4,3,3,15,13,129,69,91,53,0.5952380952380952,0.28,0.48598130841121495,0.3076923076923077,0.5348837209302325,0.21739130434782608,0.5824175824175825,0.24528301886792453
5783,D,2.25,3.3,3.3,3,4,3,8,9,95,45,116,56,1,6,3,11,14,96,49,143,81,0.47368421052631576,0.17777777777777778,0.4827586206896552,0.16071428571428573,0.5104166666666666,0.22448979591836735,0.5664335664335665,0.1728395061728395
5784,H,1.62,4.0,5.5,5,3,2,12,8,122,66,121,67,3,4,3,13,15,99,43,129,68,0.5409836065573771,0.18181818181818182,0.5537190082644629,0.11940298507462686,0.43434343434343436,0.3023255813953488,0.5271317829457365,0.22058823529411764
5785,D,2.75,3.1,2.7,3,2,5,11,14,103,56,86,38,6,1,3,22,13,134,81,94,47,0.5436893203883495,0.19642857142857142,0.4418604651162791,0.3684210526315789,0.6044776119402985,0.2716049382716049,0.5,0.2765957446808511
5786,D,2.0,3.5,3.5,3,3,4,12,19,106,54,143,71,2,1,7,11,27,114,57,131,66,0.5094339622641509,0.2222222222222222,0.4965034965034965,0.2676056338028169,0.5,0.19298245614035087,0.5038167938931297,0.4090909090909091
5787,A,3.5,3.6,2.0,1,2,7,12,24,129,68,111,57,4,2,4,18,18,101,48,93,51,0.5271317829457365,0.17647058823529413,0.5135135135135135,0.42105263157894735,0.4752475247524752,0.375,0.5483870967741935,0.35294117647058826
5788,A,3.3,3.6,2.05,5,2,3,21,10,132,66,108,67,7,2,1,29,12,154,83,96,49,0.5,0.3181818181818182,0.6203703703703703,0.14925373134328357,0.538961038961039,0.3493975903614458,0.5104166666666666,0.24489795918367346
5789,H,1.29,5.5,9.5,7,2,1,26,7,122,58,91,50,3,2,5,15,18,110,64,111,55,0.47540983606557374,0.4482758620689655,0.5494505494505495,0.14,0.5818181818181818,0.234375,0.4954954954954955,0.32727272727272727
5790,H,1.1,11.0,21.0,6,2,2,17,11,172,81,117,65,3,2,5,11,16,90,48,128,67,0.47093023255813954,0.20987654320987653,0.5555555555555556,0.16923076923076924,0.5333333333333333,0.22916666666666666,0.5234375,0.23880597014925373
5791,D,9.0,6.0,1.3,5,2,3,16,8,94,56,124,71,8,0,2,29,11,151,74,98,51,0.5957446808510638,0.2857142857142857,0.5725806451612904,0.11267605633802817,0.4900662251655629,0.3918918918918919,0.5204081632653061,0.21568627450980393
5792,D,3.0,3.3,2.4,4,4,2,16,11,93,47,70,42,4,2,4,17,15,123,67,134,67,0.5053763440860215,0.3404255319148936,0.6,0.2619047619047619,0.5447154471544715,0.2537313432835821,0.5,0.22388059701492538
5793,D,3.3,3.5,2.15,4,2,4,10,11,75,43,137,68,4,3,3,17,19,126,72,97,49,0.5733333333333334,0.23255813953488372,0.49635036496350365,0.16176470588235295,0.5714285714285714,0.2361111111111111,0.5051546391752577,0.3877551020408163
5794,A,7.0,3.75,1.57,1,5,4,11,15,105,54,100,55,7,2,1,13,4,113,61,69,35,0.5142857142857142,0.2037037037037037,0.55,0.2727272727272727,0.5398230088495575,0.21311475409836064,0.5072463768115942,0.11428571428571428
5795,H,5.75,4.33,1.62,1,3,6,11,25,101,63,137,76,4,4,2,16,12,137,88,85,46,0.6237623762376238,0.1746031746031746,0.5547445255474452,0.32894736842105265,0.6423357664233577,0.18181818181818182,0.5411764705882353,0.2608695652173913
5796,H,2.0,3.2,4.2,3,2,5,13,20,82,36,82,41,2,4,4,11,16,99,52,100,53,0.43902439024390244,0.3611111111111111,0.5,0.4878048780487805,0.5252525252525253,0.21153846153846154,0.53,0.3018867924528302
5797,D,2.05,3.1,4.2,4,0,6,11,15,105,55,120,61,1,6,3,11,14,97,39,101,46,0.5238095238095238,0.2,0.5083333333333333,0.2459016393442623,0.4020618556701031,0.28205128205128205,0.45544554455445546,0.30434782608695654
5798,D,1.95,3.75,3.75,3,1,6,13,23,136,73,117,59,2,0,8,8,22,105,54,111,67,0.5367647058823529,0.1780821917808219,0.5042735042735043,0.3898305084745763,0.5142857142857142,0.14814814814814814,0.6036036036036037,0.3283582089552239
5799,A,1.91,3.4,4.33,1,4,5,6,16,87,49,99,48,2,3,5,10,16,82,30,125,57,0.5632183908045977,0.12244897959183673,0.48484848484848486,0.3333333333333333,0.36585365853658536,0.3333333333333333,0.456,0.2807017543859649
5800,H,1.83,3.5,4.5,5,1,4,10,11,106,49,126,58,2,2,6,7,15,108,47,144,69,0.46226415094339623,0.20408163265306123,0.4603174603174603,0.1896551724137931,0.4351851851851852,0.14893617021276595,0.4791666666666667,0.21739130434782608
5801,H,8.0,4.33,1.44,4,1,5,11,11,82,39,109,67,8,2,0,16,3,154,76,84,37,0.47560975609756095,0.28205128205128205,0.6146788990825688,0.16417910447761194,0.4935064935064935,0.21052631578947367,0.44047619047619047,0.08108108108108109
5802,D,5.0,3.6,1.75,2,2,6,8,17,102,54,107,48,5,2,3,14,12,117,51,90,43,0.5294117647058824,0.14814814814814814,0.4485981308411215,0.3541666666666667,0.4358974358974359,0.27450980392156865,0.4777777777777778,0.27906976744186046
5803,H,1.44,4.5,7.5,6,2,2,19,8,144,71,70,34,4,3,3,12,12,103,55,102,54,0.4930555555555556,0.2676056338028169,0.4857142857142857,0.23529411764705882,0.5339805825242718,0.21818181818181817,0.5294117647058824,0.2222222222222222
5804,A,3.1,3.2,2.4,4,2,4,12,14,112,55,166,92,2,3,5,10,13,107,47,122,54,0.49107142857142855,0.21818181818181817,0.5542168674698795,0.15217391304347827,0.4392523364485981,0.2127659574468085,0.4426229508196721,0.24074074074074073
5805,A,3.0,3.1,2.5,0,3,7,6,18,87,49,121,61,5,2,3,11,10,118,60,113,57,0.5632183908045977,0.12244897959183673,0.5041322314049587,0.29508196721311475,0.5084745762711864,0.18333333333333332,0.504424778761062,0.17543859649122806
5806,A,2.38,3.2,3.2,2,3,5,11,16,94,45,158,81,4,3,3,9,8,85,44,125,54,0.4787234042553192,0.24444444444444444,0.5126582278481012,0.19753086419753085,0.5176470588235295,0.20454545454545456,0.432,0.14814814814814814
