,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession
1467,H,3.1,3.1,2.4,4,3,3,11,10,123,46,423,112,55,487,7,2,1,19,10,134,73,504,130,62,405
1468,H,2.25,3.25,3.2,6,0,4,16,12,130,63,444,105,49,466,5,4,1,16,11,130,61,457,133,57,453
1469,A,3.75,3.3,2.0,1,5,4,11,15,113,49,405,111,56,505,4,3,3,15,12,147,60,538,103,46,372
1470,A,1.36,4.6,8.5,5,3,2,14,10,141,73,461,142,72,449,2,3,5,8,16,90,49,406,121,53,502
1471,D,2.5,3.2,2.88,1,4,5,7,13,118,56,402,123,68,507,6,1,3,18,10,154,76,458,115,59,452
1472,H,1.73,3.4,4.5,4,1,5,10,15,112,51,439,99,45,471,1,2,7,12,25,99,43,417,137,75,492
1473,H,1.29,5.5,10.0,9,0,1,26,11,138,68,516,94,47,394,6,2,2,19,9,117,57,477,81,34,431
1474,H,3.8,3.75,1.91,4,3,3,14,12,116,50,454,176,74,455,4,1,5,14,13,132,58,475,106,50,435
1475,A,2.38,3.4,2.88,4,3,3,16,16,112,50,457,72,43,452,8,1,1,21,4,136,52,480,77,40,428
1476,A,6.0,4.0,1.57,3,3,4,11,16,112,41,403,133,63,507,6,2,2,20,11,127,68,487,102,56,423
1477,H,1.33,5.0,10.0,6,3,1,18,6,151,85,486,122,64,424,3,0,7,10,18,103,48,470,120,58,439
1478,H,2.1,3.25,3.75,5,2,3,15,10,131,63,437,113,57,472,4,2,4,16,12,137,69,458,141,72,451
1479,D,2.5,3.25,2.88,2,5,3,10,13,91,50,437,114,52,472,2,3,5,9,12,116,65,432,131,64,477
1480,H,1.29,5.5,11.0,2,4,4,9,15,152,76,487,91,37,423,4,1,5,16,21,103,55,415,123,64,495
1481,A,2.1,3.4,3.4,3,1,6,9,13,85,41,483,122,57,427,4,3,3,13,14,124,57,488,113,52,421
1482,D,5.0,3.6,1.7,3,3,4,12,11,68,30,424,157,87,486,6,2,2,23,11,131,60,557,99,41,353
1483,D,1.7,3.4,5.5,6,0,4,15,11,117,57,432,107,50,478,4,3,3,10,9,106,59,431,131,61,478
1484,H,1.3,4.75,12.0,4,3,3,16,13,135,59,544,105,49,366,2,4,4,11,19,103,45,438,128,62,471
1485,H,1.53,3.8,6.5,6,1,3,19,11,110,55,472,84,37,437,1,3,6,6,15,78,36,414,117,57,495
1486,A,1.73,3.5,5.0,4,0,6,13,20,91,45,460,102,55,450,3,0,7,7,21,97,56,424,123,68,485
1487,H,1.67,3.6,5.25,4,1,5,14,19,123,60,460,90,39,450,2,3,5,8,17,93,47,419,103,52,491
1488,D,2.2,3.2,3.5,3,1,6,13,15,137,62,479,103,48,431,2,5,3,11,15,141,66,469,120,61,441
1489,D,2.2,3.25,3.4,5,2,3,13,9,137,53,443,114,61,466,3,2,5,14,17,108,46,453,130,66,457
1490,D,2.88,3.3,2.5,6,3,1,18,11,151,74,473,146,80,437,7,3,0,21,6,123,64,506,100,37,404
1491,D,2.4,3.2,3.1,2,6,2,11,12,100,45,438,165,81,471,2,2,6,13,24,122,65,425,120,55,485
1492,H,1.36,4.5,9.0,5,3,2,16,14,124,59,450,135,59,460,1,2,7,7,19,95,44,448,138,56,461
1493,H,1.8,3.25,5.0,4,3,3,13,11,145,73,463,145,75,447,4,3,3,11,10,123,46,424,120,59,486
1494,D,6.5,3.8,1.53,3,2,5,8,15,95,52,411,128,56,497,7,1,2,17,7,139,67,506,86,48,404
1495,H,2.5,3.0,3.0,1,2,7,10,14,84,36,450,134,55,460,5,2,3,16,9,155,76,467,111,56,443
1496,D,10.0,6.0,1.25,1,2,7,12,27,94,40,428,125,62,481,9,0,1,24,12,138,67,519,96,45,391
1497,H,1.44,4.2,7.5,5,3,2,14,12,104,56,472,108,47,438,2,3,5,6,19,95,50,408,113,58,502
1498,H,1.08,10.0,23.0,10,0,0,40,4,128,67,632,60,27,278,0,2,8,8,22,83,33,389,120,59,521
1499,H,1.83,3.5,4.33,4,2,4,16,14,148,68,472,97,50,437,5,1,4,14,13,116,50,435,97,42,475
1500,H,1.53,4.0,6.0,4,3,3,12,13,121,56,492,110,53,417,4,2,4,12,13,85,33,451,120,54,458
1501,H,1.2,6.5,15.0,6,4,0,19,6,113,59,498,109,41,412,1,7,2,10,13,102,48,431,167,75,479
1502,H,1.2,6.5,15.0,6,2,2,21,11,134,73,497,93,52,413,2,5,3,10,13,85,43,436,120,56,473
1503,H,3.5,3.4,2.1,1,3,6,11,23,126,63,419,124,61,491,7,2,1,22,9,136,80,483,123,64,427
1504,D,1.5,4.0,7.5,2,5,3,12,16,126,61,456,128,72,454,3,2,5,11,19,100,39,400,137,69,510
1505,D,3.5,3.4,2.1,3,3,4,14,16,110,46,454,136,71,456,6,3,1,17,10,146,70,471,145,79,439
1506,A,3.4,3.2,2.25,3,0,7,12,20,105,50,466,117,60,443,3,1,6,14,16,149,75,481,100,42,429
1507,H,2.2,3.2,3.5,2,4,4,10,12,121,66,447,118,58,462,6,2,2,17,8,127,64,441,115,60,468
1508,A,2.5,3.25,2.88,4,3,3,14,12,106,47,442,176,77,467,4,3,3,11,10,134,56,436,113,58,473
1509,H,2.9,3.3,2.38,3,4,3,8,9,107,58,429,118,56,481,3,3,4,13,20,107,64,461,110,58,447
1510,H,1.95,3.1,4.33,4,3,3,12,12,112,50,467,141,61,442,1,5,4,12,16,118,51,393,108,57,517
1511,H,1.53,3.7,7.0,6,2,2,17,12,133,70,512,132,61,397,2,2,6,12,13,95,42,445,114,45,465
1512,H,1.07,11.0,23.0,10,0,0,42,5,118,61,631,59,25,279,2,3,5,6,15,96,47,419,102,52,491
1513,H,1.44,4.33,7.0,6,2,2,15,11,105,57,472,109,47,438,0,2,8,8,24,80,33,384,119,58,526
1514,H,2.25,3.3,3.25,4,1,5,14,19,93,46,416,129,62,494,2,1,7,12,20,144,71,473,79,35,436
1515,A,4.2,3.75,1.8,3,1,6,16,23,90,49,387,117,53,522,4,3,3,17,17,117,52,451,75,46,458
1516,H,3.2,3.25,2.25,2,1,7,12,22,117,59,424,122,57,486,5,2,3,21,15,134,57,528,101,44,382
1517,D,2.7,3.0,2.75,4,2,4,10,10,125,47,441,115,59,469,5,3,2,16,14,129,59,467,116,51,443
1518,H,3.0,3.0,2.5,2,4,4,11,20,105,46,438,128,60,471,4,3,3,13,11,151,76,469,132,64,441
1519,D,1.44,4.2,7.5,3,4,3,8,8,103,55,438,134,65,471,3,2,5,8,15,80,45,402,122,54,506
1520,H,2.9,3.3,2.38,1,2,7,6,20,85,40,367,108,50,543,5,1,4,18,13,130,58,474,105,56,435
1521,H,1.5,4.1,6.5,6,1,3,21,13,120,61,474,86,36,435,4,1,5,16,16,91,41,425,134,66,485
1522,H,1.17,7.0,15.0,8,1,1,22,12,137,68,515,100,46,395,5,0,5,13,15,125,54,454,85,35,456
1523,A,6.0,3.75,1.62,3,2,5,13,12,134,66,460,139,69,449,3,4,3,11,13,164,78,497,89,37,413
1524,A,8.0,5.0,1.36,4,2,4,13,12,114,53,447,176,76,462,6,4,0,22,5,115,55,504,109,40,406
